a_au,e,i_deg,node_deg,peri_deg,mean_anomaly_deg
3.0601,0.1225,6.366,188.14,335.05,330.36
3.0602,0.1478,8.755,12.39,64.93,235.90
3.0604,0.1839,15.192,355.63,72.84,48.92
3.0604,0.1136,11.115,210.15,160.29,52.85
3.0605,0.0798,1.016,195.44,138.31,336.92
3.0605,0.2324,20.435,6.96,349.53,207.31
3.0608,0.1259,6.415,16.07,56.48,192.47
3.0609,0.2025,7.284,196.59,104.08,37.40
3.0611,0.0480,1.114,202.35,92.61,190.15
3.0612,0.0987,12.078,225.43,14.43,103.20
3.0620,0.1246,13.131,109.23,95.95,299.69
3.0620,0.0238,5.950,313.11,273.10,45.61
3.0622,0.0432,18.654,339.54,321.52,137.74
3.0624,0.1270,7.693,97.23,27.15,334.24
3.0624,0.0676,10.165,254.39,335.58,339.93
3.0625,0.1374,17.142,306.80,236.35,323.67
3.0625,0.1952,9.545,74.34,86.11,188.10
3.0626,0.2539,15.540,121.75,24.62,212.45
3.0628,0.0922,3.839,100.73,336.51,3.26
3.0628,0.1693,5.500,352.70,17.41,309.12
3.0630,0.0851,8.964,235.16,89.61,265.84
3.0634,0.1077,6.495,157.15,105.58,184.71
3.0643,0.1173,6.238,43.20,5.51,151.04
3.0644,0.1088,4.694,306.03,60.67,181.70
3.0647,0.1160,14.771,352.51,147.23,295.19
3.0647,0.2069,19.703,186.48,128.96,64.63
3.0648,0.1825,14.755,210.23,22.34,80.53
3.0649,0.0981,12.162,130.23,302.97,120.92
3.0650,0.1914,6.477,135.83,325.47,125.19
3.0650,0.0556,23.505,13.07,291.66,350.97
3.0650,0.0244,8.185,132.38,355.82,288.75
3.0653,0.1764,10.341,112.48,91.41,354.65
3.0653,0.1048,3.777,15.21,249.84,335.53
3.0653,0.1397,10.042,176.09,71.78,204.84
3.0658,0.1864,9.234,261.27,352.99,249.26
3.0659,0.0652,7.994,274.16,177.00,290.16
3.0660,0.1835,11.937,78.64,163.27,121.91
3.0661,0.1369,10.562,308.62,165.80,287.00
3.0662,0.1978,9.697,189.83,24.91,38.20
3.0662,0.1869,8.169,354.07,10.05,285.84
3.0663,0.2107,8.001,242.60,296.76,317.29
3.0664,0.1956,1.153,145.40,291.87,35.75
3.0664,0.1102,15.676,198.34,3.49,257.05
3.0664,0.2004,7.318,216.47,158.94,192.52
3.0667,0.0846,11.045,146.75,32.34,179.63
3.0667,0.1132,12.091,261.45,3.13,202.71
3.0668,0.0911,9.094,238.13,228.18,27.64
3.0669,0.2397,12.024,330.32,157.94,248.53
3.0669,0.2115,14.009,206.57,39.85,11.02
3.0671,0.0887,13.201,273.73,158.43,75.40
3.0672,0.0459,6.161,144.55,162.05,137.03
3.0673,0.0463,11.954,199.24,103.18,286.76
3.0674,0.1497,20.891,355.65,133.97,141.90
3.0676,0.0999,17.738,285.14,59.11,105.88
3.0676,0.2156,14.662,348.04,257.64,21.32
3.0677,0.1070,7.339,81.57,135.99,331.44
3.0678,0.2734,4.290,317.97,0.88,84.31
3.0679,0.1671,10.401,239.07,176.85,74.32
3.0680,0.1582,8.396,338.93,353.67,169.84
3.0680,0.2197,10.683,243.42,312.17,76.91
3.0680,0.3365,5.459,180.37,63.07,215.67
3.0685,0.2859,10.619,184.96,162.99,12.49
3.0686,0.1511,14.205,209.47,90.00,136.80
3.0686,0.1657,8.047,293.40,355.50,27.11
3.0688,0.1157,9.579,182.15,108.74,323.72
3.0690,0.0889,10.194,0.70,94.96,275.05
3.0692,0.1634,7.763,255.82,75.62,266.64
3.0692,0.0325,6.790,116.00,100.54,332.83
3.0694,0.0737,8.986,149.65,62.03,186.99
3.0698,0.2097,6.088,328.03,258.34,257.04
3.0699,0.0997,10.369,183.26,225.75,331.05
3.0702,0.1585,7.423,109.04,251.96,144.46
3.0707,0.2336,12.599,203.73,58.10,179.07
3.0713,0.0385,16.191,195.35,312.94,202.40
3.0715,0.1328,16.282,64.20,301.76,22.83
3.0715,0.1465,10.027,272.72,204.23,242.95
3.0715,0.1556,13.250,16.73,211.50,291.57
3.0720,0.0646,2.625,228.22,358.32,249.81
3.0721,0.0783,17.085,221.49,176.54,340.63
3.0721,0.2148,5.054,298.47,187.74,190.61
3.0722,0.0327,6.174,238.69,28.67,10.63
3.0724,0.1143,8.369,14.20,190.55,17.62
3.0725,0.0841,13.051,166.18,216.10,304.19
3.0726,0.2311,12.874,348.67,242.21,279.20
3.0729,0.1506,1.006,278.59,150.57,68.03
3.0730,0.1758,7.386,263.42,196.53,278.86
3.0731,0.1436,21.644,230.78,236.37,174.09
3.0732,0.1973,12.572,229.51,225.02,310.11
3.0732,0.0880,12.350,104.00,47.16,354.01
3.0733,0.0856,6.107,46.04,273.33,123.02
3.0734,0.1814,17.135,14.19,244.97,90.94
3.0735,0.3078,12.574,174.17,265.58,305.95
3.0740,0.0659,7.833,336.02,158.96,188.64
3.0741,0.2414,5.469,245.66,294.03,277.19
3.0741,0.0632,12.653,69.42,336.95,63.44
3.0742,0.2500,11.024,282.83,358.44,242.75
3.0742,0.2056,16.023,260.40,140.03,286.16
3.0743,0.0284,19.677,268.53,89.42,13.10
3.0746,0.0851,17.120,351.84,44.71,201.84
3.0746,0.1199,6.717,63.06,238.53,208.90
3.0747,0.0886,13.300,151.52,297.15,184.75
3.0749,0.0811,11.246,176.09,352.60,118.37
3.0750,0.1065,5.117,171.11,246.14,59.83
3.0752,0.1325,6.829,239.44,289.20,239.57
3.0754,0.0726,12.180,310.99,295.93,27.75
3.0754,0.0789,10.421,36.01,166.87,337.08
3.0758,0.3254,5.635,270.26,139.28,109.41
3.0759,0.1063,4.848,269.08,352.24,243.38
3.0759,0.1833,4.359,301.78,9.99,355.44
3.0764,0.0645,8.111,147.36,287.63,162.96
3.0765,0.0455,9.929,48.20,46.65,121.93
3.0767,0.2411,14.809,132.24,95.26,66.96
3.0770,0.0378,9.643,126.32,92.95,238.80
3.0770,0.1422,3.821,155.16,129.97,40.07
3.0771,0.1169,7.042,229.37,163.01,2.31
3.0771,0.1441,5.333,2.37,157.46,164.18
3.0774,0.1527,5.585,44.89,251.25,11.64
3.0775,0.1554,2.430,243.62,242.81,133.71
3.0777,0.0826,19.573,338.44,356.57,235.41
3.0778,0.2825,6.340,350.66,129.71,2.27
3.0778,0.1650,5.088,326.68,87.44,131.62
3.0778,0.1340,12.061,59.25,219.25,249.57
3.0785,0.1716,11.326,54.19,0.46,347.81
3.0785,0.0906,15.464,278.51,187.15,30.52
3.0788,0.0771,13.830,354.98,221.17,318.14
3.0790,0.0800,7.167,16.01,359.68,352.66
3.0790,0.1243,7.929,111.79,192.06,27.19
3.0791,0.1049,15.329,133.84,214.02,99.31
3.0792,0.0272,6.284,292.48,228.40,55.14
3.0795,0.2306,8.934,159.88,12.20,118.25
3.0797,0.0915,5.586,271.76,257.25,17.17
3.0797,0.2148,7.121,192.08,300.09,224.29
3.0798,0.0733,6.211,353.13,15.96,258.05
3.0800,0.0701,16.114,92.91,306.04,132.41
3.0800,0.2100,12.433,115.68,247.78,339.48
3.0801,0.1237,9.943,303.16,235.70,294.41
3.0804,0.1383,17.341,172.72,119.85,28.69
3.0807,0.0851,16.190,300.53,300.79,35.37
3.0809,0.1155,15.990,232.94,204.85,140.07
3.0814,0.1943,18.847,320.04,75.53,240.65
3.0814,0.1045,9.557,219.42,83.05,132.45
3.0815,0.0713,18.287,121.72,48.36,181.37
3.0817,0.0719,18.139,331.34,131.69,359.51
3.0818,0.1116,12.508,216.33,179.80,138.13
3.0822,0.3232,5.772,21.84,95.86,96.43
3.0823,0.1619,12.473,94.70,73.44,116.06
3.0823,0.0793,15.394,178.35,76.92,219.29
3.0824,0.3206,6.244,65.58,102.86,306.55
3.0827,0.1829,13.659,261.74,332.69,247.49
3.0827,0.0410,5.912,39.55,230.08,160.42
3.0827,0.0373,13.871,94.08,131.78,8.47
3.0830,0.0122,7.088,32.60,182.56,35.43
3.0830,0.0207,3.253,207.83,38.88,19.36
3.0832,0.1885,10.141,117.29,284.47,331.00
3.0832,0.0305,5.867,187.50,13.05,136.70
3.0832,0.1950,16.132,53.26,126.35,143.52
3.0834,0.0462,7.300,93.99,225.60,34.03
3.0837,0.0830,5.624,118.80,120.73,187.59
3.0837,0.1922,12.714,184.85,316.81,112.04
3.0840,0.1473,15.384,256.09,254.40,184.16
3.0840,0.1385,10.110,190.48,154.55,201.62
3.0840,0.0612,12.053,306.84,42.87,98.62
3.0841,0.1622,17.291,163.54,237.10,209.74
3.0843,0.1827,13.384,109.22,118.26,200.25
3.0843,0.2322,6.271,140.46,336.51,51.87
3.0844,0.1426,26.327,313.66,174.53,266.11
3.0846,0.0995,7.053,18.31,227.62,346.28
3.0847,0.0135,9.935,1.61,58.03,223.26
3.0847,0.1590,1.990,7.89,123.30,287.77
3.0847,0.0551,12.708,354.48,10.51,192.79
3.0848,0.0650,7.228,83.05,15.07,60.90
3.0848,0.0466,7.653,65.64,239.71,216.39
3.0850,0.1416,18.206,350.94,322.74,121.79
3.0852,0.1826,13.548,249.33,26.59,140.51
3.0854,0.1004,15.200,186.51,326.12,172.38
3.0854,0.1383,17.515,78.52,57.05,251.68
3.0854,0.2276,11.543,287.34,238.13,7.34
3.0860,0.0672,17.896,249.65,151.29,189.85
3.0864,0.1562,8.039,168.45,172.11,340.60
3.0865,0.1791,17.894,260.62,165.99,58.04
3.0865,0.1163,17.024,96.65,355.62,289.73
3.0865,0.0205,8.342,158.06,51.04,261.94
3.0866,0.1678,6.450,45.16,237.50,344.42
3.0866,0.0980,6.778,148.06,216.80,43.66
3.0869,0.0946,8.951,270.48,272.74,212.75
3.0870,0.0898,11.858,231.08,193.48,192.32
3.0870,0.2760,7.702,130.15,186.17,334.39
3.0870,0.0337,25.513,250.58,86.95,250.09
3.0871,0.2121,17.307,309.31,338.78,140.27
3.0874,0.0673,13.486,144.37,2.57,281.63
3.0874,0.0239,11.783,346.34,255.53,343.49
3.0874,0.1149,8.157,333.33,332.81,239.22
3.0877,0.1847,4.732,346.20,20.10,213.58
3.0878,0.1317,9.840,59.43,310.97,197.12
3.0879,0.0691,19.015,9.00,276.75,80.06
3.0879,0.1307,8.417,70.37,87.88,171.05
3.0881,0.2094,6.927,357.70,30.83,67.47
3.0882,0.1200,9.122,61.46,28.67,234.25
3.0883,0.2034,10.908,118.32,34.31,353.17
3.0883,0.0574,5.977,346.74,179.42,218.16
3.0885,0.0736,3.514,21.92,71.03,352.92
3.0885,0.0929,13.339,117.58,9.16,240.68
3.0885,0.1426,0.508,340.75,181.39,54.21
3.0886,0.2290,6.903,58.47,59.35,340.64
3.0890,0.0191,8.657,229.70,60.93,312.41
3.0891,0.1774,4.866,78.01,256.13,267.34
3.0897,0.0235,12.309,238.95,34.55,1.75
3.0904,0.3179,14.288,8.23,49.62,32.10
3.0905,0.2229,6.218,244.04,143.42,186.60
3.0907,0.1243,11.985,249.86,99.93,205.67
3.0907,0.1838,15.946,100.96,35.18,56.94
3.0907,0.1334,5.171,12.63,303.52,159.42
3.0909,0.1435,10.570,354.54,94.56,147.56
3.0909,0.0699,3.023,88.46,164.19,14.80
3.0909,0.1420,2.723,326.61,305.87,342.63
3.0910,0.1074,7.908,220.66,306.20,333.63
3.0912,0.0632,6.126,125.44,254.18,308.24
3.0912,0.0568,6.200,79.99,255.88,333.61
3.0915,0.2627,5.037,226.12,25.42,104.17
3.0916,0.0847,10.823,185.81,191.80,100.81
3.0918,0.0683,14.471,136.04,118.97,27.52
3.0919,0.1618,13.978,123.35,114.49,114.14
3.0920,0.0138,7.588,221.91,267.00,317.46
3.0921,0.0312,11.870,247.36,155.78,348.30
3.0923,0.0056,14.177,117.40,64.62,187.81
3.0923,0.1800,7.407,207.53,336.63,249.17
3.0923,0.0897,19.407,104.80,300.93,341.06
3.0925,0.1732,0.835,39.79,148.91,343.76
3.0926,0.1061,2.809,56.48,187.09,270.19
3.0927,0.1206,5.368,276.22,194.30,176.30
3.0928,0.0889,11.185,59.43,204.46,42.41
3.0929,0.1905,5.470,302.93,333.24,105.23
3.0931,0.0236,19.866,145.47,194.09,56.42
3.0938,0.0875,12.674,353.66,264.30,89.30
3.0943,0.0955,8.748,126.38,45.65,141.68
3.0945,0.2856,4.904,132.92,273.92,237.11
3.0946,0.2989,19.695,96.82,332.89,65.28
3.0947,0.0568,3.969,336.58,10.84,99.92
3.0949,0.0467,6.330,64.62,284.08,169.33
3.0950,0.0693,2.445,98.12,211.36,54.91
3.0951,0.0145,9.034,247.36,297.30,224.09
3.0952,0.1654,11.703,42.75,99.96,48.67
3.0954,0.0703,9.644,258.01,274.38,102.21
3.0956,0.1539,4.973,34.84,133.43,111.03
3.0956,0.0583,21.780,181.44,280.47,7.07
3.0962,0.2177,8.970,151.90,268.94,76.86
3.0963,0.1933,13.641,222.91,36.46,143.11
3.0963,0.0543,8.228,128.20,167.92,106.12
3.0966,0.1006,8.591,284.38,253.00,314.47
3.0966,0.2764,12.708,172.95,257.07,311.68
3.0967,0.2086,1.581,148.99,260.77,201.06
3.0968,0.1526,2.960,320.03,18.66,208.22
3.0971,0.2199,3.935,227.28,322.92,182.72
3.0974,0.1302,8.067,320.15,294.47,355.63
3.0979,0.1516,9.196,292.78,175.86,21.87
3.0982,0.1339,8.736,56.77,206.20,259.72
3.0989,0.1202,10.810,299.29,191.16,308.60
3.0990,0.1340,10.101,334.16,106.36,139.75
3.0991,0.1026,9.809,120.64,308.37,224.23
3.0992,0.2104,25.572,18.13,314.15,4.46
3.0993,0.1183,2.236,135.47,215.99,268.90
3.0994,0.1597,8.039,238.99,195.67,348.90
3.0995,0.1188,2.457,194.08,16.37,3.80
3.0997,0.0937,13.571,38.23,16.92,61.88
3.1002,0.1081,16.621,149.34,303.64,254.96
3.1002,0.1025,8.051,125.33,56.02,86.48
3.1003,0.0839,19.050,89.26,242.29,276.08
3.1004,0.1131,11.513,334.85,9.26,109.13
3.1005,0.0915,7.975,307.50,90.79,25.66
3.1007,0.2062,11.594,65.51,48.37,91.80
3.1009,0.0725,15.078,251.65,282.74,243.69
3.1011,0.2679,15.821,70.88,207.95,278.22
3.1011,0.1205,7.379,94.30,160.31,114.43
3.1013,0.1197,9.450,135.93,81.15,136.53
3.1013,0.3238,13.983,20.68,304.27,340.99
3.1013,0.1845,0.899,258.35,189.20,332.87
3.1014,0.2569,7.189,272.88,25.25,46.79
3.1020,0.0400,9.816,39.70,129.69,76.92
3.1027,0.1335,9.201,308.57,118.01,169.74
3.1028,0.1897,7.565,326.81,59.19,329.64
3.1031,0.0660,15.844,258.73,271.48,261.71
3.1031,0.1059,8.361,113.81,359.41,292.46
3.1036,0.1163,12.118,331.88,220.19,42.57
3.1037,0.1544,7.670,341.90,243.94,23.17
3.1038,0.1700,2.828,4.39,284.17,340.85
3.1039,0.0836,8.719,309.31,10.13,27.31
3.1040,0.0117,12.635,43.25,24.24,43.67
3.1045,0.0686,9.455,52.79,107.81,140.21
3.1050,0.0894,7.339,236.11,69.09,245.73
3.1052,0.1183,15.320,69.95,77.41,330.66
3.1053,0.1270,12.432,233.10,82.66,208.09
3.1055,0.1119,2.833,202.59,218.49,35.83
3.1057,0.0695,3.176,187.55,94.90,171.19
3.1059,0.1033,6.850,344.88,195.42,95.52
3.1059,0.1635,2.605,176.42,278.90,73.50
3.1060,0.1164,3.990,104.72,106.53,147.52
3.1060,0.1369,5.683,101.24,225.25,344.83
3.1063,0.1709,4.078,139.48,163.06,309.42
3.1063,0.1230,8.379,205.30,282.81,303.03
3.1066,0.1534,7.230,64.54,9.91,124.85
3.1067,0.1411,11.493,252.98,256.24,72.72
3.1068,0.1288,3.654,142.08,226.47,231.73
3.1069,0.1311,5.968,0.05,62.43,348.08
3.1071,0.2907,11.346,201.18,249.31,303.54
3.1071,0.0854,14.153,0.11,90.93,270.55
3.1071,0.2180,6.266,316.85,112.60,230.58
3.1072,0.0445,6.699,4.68,64.56,25.19
3.1074,0.2148,1.386,5.57,150.98,27.02
3.1074,0.1947,10.287,150.32,222.66,133.89
3.1075,0.3212,12.681,266.56,237.61,317.22
3.1076,0.2564,12.671,318.84,21.67,336.30
3.1076,0.1731,2.896,97.03,198.02,192.92
3.1079,0.0280,3.006,167.79,12.87,0.33
3.1083,0.1107,16.725,72.99,291.96,250.02
3.1083,0.0804,1.775,135.19,110.26,79.05
3.1090,0.1135,11.420,180.86,305.43,180.98
3.1092,0.0236,5.012,249.25,137.63,93.62
3.1093,0.0255,13.719,327.09,202.07,346.68
3.1093,0.0978,11.600,324.18,253.35,82.48
3.1094,0.2448,10.890,38.08,19.00,219.58
3.1095,0.1348,4.414,151.95,35.77,45.12
3.1095,0.1336,3.670,289.46,302.05,133.64
3.1097,0.0728,9.128,202.77,214.26,136.84
3.1098,0.1733,12.456,21.00,345.24,160.59
3.1098,0.1350,2.368,96.97,7.76,38.51
3.1100,0.1654,5.362,168.52,240.07,187.01
3.1100,0.2062,12.003,2.11,41.10,330.80
3.1104,0.1537,10.380,307.44,171.09,138.45
3.1105,0.1534,2.612,87.36,340.66,296.58
3.1107,0.0512,11.059,238.75,37.23,79.02
3.1108,0.1308,7.844,32.35,164.75,283.35
3.1111,0.1374,17.492,35.43,274.37,122.24
3.1112,0.1557,5.753,334.58,173.76,351.22
3.1116,0.1797,6.231,244.16,354.82,98.46
3.1120,0.1808,13.373,253.45,359.53,153.62
3.1123,0.1381,11.347,140.98,278.57,229.93
3.1124,0.0261,1.447,241.79,189.89,226.48
3.1127,0.1558,9.146,198.31,339.92,263.05
3.1129,0.1167,12.148,320.12,257.99,323.71
3.1130,0.1347,15.667,292.59,229.68,11.74
3.1136,0.1161,5.715,195.52,173.52,202.32
3.1137,0.0803,12.431,133.53,250.95,50.85
3.1140,0.1046,16.482,333.10,322.09,268.45
3.1141,0.1195,3.924,119.54,202.96,68.19
3.1141,0.1050,9.947,99.86,305.76,99.71
3.1142,0.1058,19.128,207.60,94.01,312.97
3.1143,0.1479,23.085,176.60,202.82,210.24
3.1144,0.0735,6.499,150.87,111.84,225.67
3.1146,0.0262,14.510,257.26,115.95,143.03
3.1146,0.0854,9.162,113.93,288.27,202.82
3.1148,0.1353,3.215,146.11,44.77,212.91
3.1149,0.1493,10.500,22.16,140.60,274.71
3.1151,0.0564,3.793,293.33,285.19,293.72
3.1155,0.2894,5.396,79.04,202.21,129.38
3.1161,0.2402,19.441,177.46,324.70,293.85
3.1165,0.0074,14.311,180.66,144.39,116.68
3.1165,0.0527,8.093,78.04,200.77,69.78
3.1167,0.0187,1.969,118.88,223.03,298.10
3.1167,0.0446,13.398,288.59,255.31,87.64
3.1168,0.1690,8.904,257.97,246.52,314.53
3.1169,0.1553,8.927,70.91,46.74,76.33
3.1171,0.2340,16.717,227.34,226.47,180.69
3.1174,0.0304,10.564,79.68,275.34,168.05
3.1175,0.1854,3.670,241.95,41.32,335.51
3.1175,0.0960,11.672,32.67,281.42,189.29
3.1176,0.0440,9.433,16.11,338.50,66.75
3.1179,0.1873,20.984,57.02,346.02,36.28
3.1180,0.0708,1.702,353.28,102.95,180.08
3.1181,0.2416,8.730,139.41,348.96,21.87
3.1181,0.1370,8.700,59.02,301.73,140.63
3.1182,0.1492,9.585,60.78,232.69,73.20
3.1185,0.1541,16.055,315.70,37.11,205.66
3.1187,0.1101,11.533,342.43,323.47,356.81
3.1187,0.1757,7.960,69.89,56.37,226.41
3.1188,0.0962,11.713,60.32,72.71,297.78
3.1190,0.1252,2.120,131.36,308.79,87.57
3.1190,0.0782,11.408,156.79,283.11,297.97
3.1190,0.0643,9.923,257.82,320.61,299.42
3.1191,0.0512,12.258,188.78,46.44,299.32
3.1193,0.1423,1.880,199.06,233.93,303.49
3.1195,0.2731,6.276,63.86,295.17,28.82
3.1195,0.2337,3.526,328.63,303.27,320.01
3.1197,0.0986,5.688,152.75,59.79,216.51
3.1199,0.1018,7.398,131.47,182.08,103.85
3.1202,0.1344,0.878,181.95,272.32,15.36
3.1203,0.1007,3.909,88.13,134.58,107.83
3.1207,0.1502,6.686,239.35,300.35,212.02
3.1208,0.2262,7.103,59.15,219.79,332.32
3.1211,0.1617,7.606,198.27,315.06,104.12
3.1211,0.2137,11.881,176.53,112.69,248.37
3.1214,0.2229,7.207,305.36,128.19,208.41
3.1215,0.0838,9.080,114.89,52.75,258.54
3.1216,0.1888,16.001,351.23,181.36,53.36
3.1216,0.0712,13.438,307.59,115.04,97.65
3.1219,0.1671,23.345,17.03,262.71,49.38
3.1219,0.1935,9.562,287.29,188.69,294.51
3.1222,0.0777,8.167,247.26,155.03,289.97
3.1231,0.1223,18.859,235.38,325.36,260.80
3.1237,0.1297,9.368,150.65,309.21,173.91
3.1238,0.1080,13.626,164.65,84.27,153.19
3.1240,0.0964,18.102,309.57,158.31,31.80
3.1240,0.0359,12.651,77.37,72.31,7.73
3.1245,0.1197,15.910,66.21,249.24,334.99
3.1245,0.0965,27.637,209.69,356.32,271.08
3.1247,0.1038,22.571,219.10,192.13,113.18
3.1248,0.2533,18.076,223.93,336.24,204.06
3.1248,0.0798,13.923,299.07,201.38,216.11
3.1249,0.1250,6.886,19.90,221.54,261.02
3.1250,0.2240,12.469,62.40,19.19,178.40
3.1251,0.1516,6.345,210.81,354.71,95.68
3.1251,0.0330,12.289,346.71,234.67,110.78
3.1252,0.1964,6.542,212.63,216.08,359.83
3.1253,0.1551,7.166,322.97,158.16,211.80
3.1254,0.2381,6.116,304.42,212.22,190.28
3.1255,0.2051,7.765,76.64,179.47,224.64
3.1258,0.1608,5.842,278.84,157.52,346.34
3.1259,0.1873,8.571,136.34,330.95,42.28
3.1260,0.0679,19.159,285.40,228.77,70.85
3.1264,0.1227,7.473,297.30,300.59,357.50
3.1266,0.0418,8.813,164.53,274.36,264.69
3.1269,0.2372,5.539,215.39,334.78,121.34
3.1269,0.1572,22.026,272.98,357.29,27.36
3.1269,0.1211,13.943,145.80,3.53,126.12
3.1271,0.3123,9.291,152.71,52.58,170.27
3.1271,0.0231,6.347,119.83,300.59,18.55
3.1273,0.2231,7.773,174.08,191.64,32.95
3.1275,0.0774,9.870,143.96,214.54,343.46
3.1276,0.1850,14.088,18.95,205.62,117.31
3.1279,0.1264,9.348,283.05,144.72,130.47
3.1281,0.2574,7.386,84.67,26.17,43.42
3.1283,0.1532,10.124,57.75,281.30,273.19
3.1283,0.1527,5.665,39.00,161.22,235.88
3.1285,0.1515,13.552,230.42,122.73,233.23
3.1291,0.1847,5.146,277.64,223.63,223.29
3.1291,0.0353,5.607,127.64,354.03,149.66
3.1292,0.1026,8.519,258.02,2.99,273.81
3.1292,0.1861,10.709,194.10,100.20,45.65
3.1295,0.1136,20.164,336.41,341.14,216.11
3.1304,0.2111,12.905,114.26,48.20,237.47
3.1305,0.1954,10.350,189.33,213.79,314.57
3.1306,0.1050,12.971,75.89,13.08,78.43
3.1307,0.2204,14.198,82.47,194.77,102.93
3.1308,0.0352,7.373,56.59,188.15,358.64
3.1313,0.0743,22.060,328.11,5.79,304.55
3.1317,0.1180,13.488,324.81,187.77,81.61
3.1318,0.1319,11.304,26.29,188.07,74.74
3.1326,0.0823,18.282,174.96,232.58,297.62
3.1326,0.2786,8.219,349.17,117.05,27.18
3.1340,0.0532,9.675,20.88,197.83,280.04
3.1347,0.1099,17.552,280.72,292.84,242.46
3.1348,0.0465,5.978,301.33,32.66,206.63
3.1353,0.1310,14.929,52.24,280.56,253.72
3.1354,0.1319,22.194,42.96,267.72,189.68
3.1355,0.0184,5.189,125.40,97.14,65.60
3.1357,0.1389,21.838,139.34,194.33,12.66
3.1358,0.1782,10.386,259.20,350.92,57.78
3.1360,0.1436,9.297,36.58,170.00,297.39
3.1360,0.0628,12.795,257.94,204.11,297.47
3.1361,0.1225,17.926,141.40,3.36,79.60
3.1362,0.0807,13.790,49.13,121.67,180.08
3.1363,0.1835,5.839,146.98,162.05,233.13
3.1365,0.0410,22.018,122.66,64.84,92.21
3.1366,0.0907,9.177,139.24,242.90,116.49
3.1367,0.1062,6.640,144.67,34.13,223.82
3.1367,0.1615,6.031,137.03,140.51,93.75
3.1369,0.1279,2.985,117.60,291.19,160.73
3.1370,0.1781,13.696,63.81,358.70,322.93
3.1370,0.0873,15.079,156.72,348.54,8.96
3.1373,0.1449,6.594,212.69,134.89,168.93
3.1377,0.2341,10.973,335.69,79.60,315.13
3.1377,0.0849,7.654,316.40,287.04,116.89
3.1384,0.0217,0.684,166.99,148.36,218.67
3.1385,0.0373,8.002,345.78,158.80,10.49
3.1386,0.1557,4.654,238.91,359.21,82.96
3.1390,0.1566,4.405,327.76,66.34,135.16
3.1391,0.2760,7.305,105.55,160.68,304.21
3.1393,0.2263,18.341,77.65,242.64,5.87
3.1393,0.1193,14.537,293.63,27.51,61.57
3.1393,0.0214,1.874,45.02,323.92,8.57
3.1395,0.2459,11.357,261.50,199.04,105.44
3.1396,0.0999,14.840,132.23,224.30,255.44
3.1400,0.1345,21.310,346.14,120.82,287.48
3.1401,0.1223,12.762,91.30,181.98,207.10
3.1403,0.1513,12.898,42.38,260.03,280.81
3.1404,0.1745,7.969,159.18,116.17,334.99
3.1404,0.2000,8.358,199.40,40.26,74.63
3.1405,0.0947,10.043,339.22,262.80,167.84
3.1405,0.2154,6.069,70.77,44.09,291.21
3.1406,0.0250,9.640,293.25,178.49,183.93
3.1407,0.0255,13.628,175.02,188.55,128.73
3.1407,0.2969,17.598,173.92,175.45,169.84
3.1409,0.1739,9.157,47.17,178.29,74.17
3.1415,0.0841,11.763,168.51,238.21,57.35
3.1416,0.1461,8.557,236.68,131.48,164.08
3.1417,0.1206,3.332,174.62,301.77,300.19
3.1419,0.0657,7.156,124.76,17.71,306.76
3.1419,0.1165,12.526,348.57,302.44,205.29
3.1424,0.0574,8.400,222.68,128.34,42.01
3.1424,0.1170,6.516,67.72,23.91,81.89
3.1425,0.2023,10.001,337.99,348.03,160.15
3.1427,0.1303,10.437,61.53,191.55,258.60
3.1427,0.0578,12.354,266.77,47.61,319.92
3.1429,0.2476,15.125,153.45,312.78,323.88
3.1429,0.1161,17.274,147.13,33.36,299.15
3.1434,0.1167,10.506,120.43,144.84,120.97
3.1435,0.0580,1.991,348.07,39.17,206.62
3.1438,0.1004,19.215,176.99,319.30,212.75
3.1439,0.1728,14.958,114.80,332.62,224.71
3.1441,0.1342,21.510,2.03,125.73,257.15
3.1442,0.1774,5.546,122.56,316.45,332.43
3.1443,0.0629,11.873,244.40,267.13,41.89
3.1443,0.0559,13.156,264.34,107.57,23.93
3.1444,0.1043,12.683,89.43,344.55,266.22
3.1446,0.0084,6.646,330.87,110.68,115.17
3.1448,0.2625,9.751,166.85,133.09,338.71
3.1456,0.1345,11.526,238.14,333.24,92.75
3.1458,0.1874,13.553,190.88,311.39,87.96
3.1468,0.0954,11.852,351.40,99.36,4.98
3.1470,0.1033,5.548,64.21,138.29,322.77
3.1471,0.0886,5.674,253.38,273.63,85.67
3.1472,0.1057,21.063,94.62,307.49,219.53
3.1476,0.1121,9.047,112.93,260.76,284.12
3.1477,0.1028,19.456,221.02,136.73,223.98
3.1478,0.1222,7.141,33.59,12.49,202.81
3.1479,0.1571,10.227,137.80,87.47,300.98
3.1480,0.1166,20.688,166.29,337.19,313.17
3.1482,0.0709,12.343,354.09,118.80,95.85
3.1484,0.2284,13.139,48.43,176.17,19.68
3.1484,0.0493,5.851,25.95,332.00,239.03
3.1484,0.1801,3.989,107.57,233.83,262.48
3.1485,0.1091,6.939,175.90,296.04,105.97
3.1485,0.1154,8.846,178.09,59.49,152.36
3.1487,0.1169,1.133,286.68,169.93,262.23
3.1488,0.1782,2.797,164.30,112.06,7.99
3.1489,0.2394,7.799,230.34,359.00,172.72
3.1490,0.1266,11.173,71.25,85.29,238.50
3.1495,0.2595,12.900,185.39,13.61,3.44
